SK_ID_CURR,Type de prêt,Montant du crédit ($),Annuités ($),Montant du bien ($),Type de logement
118150,Cash loans,746280.0,47821.5,675000.0,House / apartment
118151,Cash loans,1044994.5,37665.0,882000.0,House / apartment
118157,Cash loans,450000.0,35685.0,450000.0,House / apartment
118162,Cash loans,1125000.0,61650.0,1125000.0,House / apartment
118163,Cash loans,180000.0,19030.5,180000.0,House / apartment
118166,Cash loans,369720.0,23755.5,292500.0,House / apartment
118181,Cash loans,1528200.0,53248.5,1350000.0,House / apartment
118191,Cash loans,900000.0,48825.0,900000.0,House / apartment
118202,Cash loans,639000.0,50616.0,639000.0,House / apartment
118205,Cash loans,900000.0,46084.5,900000.0,House / apartment
118214,Cash loans,696528.0,46678.5,630000.0,House / apartment
118251,Cash loans,148140.0,11835.0,112500.0,Municipal apartment
118264,Cash loans,526491.0,27009.0,454500.0,House / apartment
118271,Cash loans,625536.0,32067.0,540000.0,House / apartment
118272,Cash loans,573408.0,29407.5,495000.0,House / apartment
118276,Cash loans,781920.0,42547.5,675000.0,House / apartment
118287,Cash loans,270000.0,21330.0,270000.0,House / apartment
118291,Cash loans,487971.0,47668.5,463500.0,House / apartment
118292,Cash loans,561393.0,21163.5,463500.0,Office apartment
118294,Cash loans,539100.0,22968.0,450000.0,House / apartment
118305,Cash loans,463500.0,20547.0,463500.0,House / apartment
118312,Cash loans,266652.0,16443.0,202500.0,House / apartment
118319,Cash loans,853200.0,27522.0,675000.0,House / apartment
118321,Cash loans,155938.5,11790.0,126000.0,House / apartment
118326,Cash loans,98109.0,7137.0,81000.0,House / apartment
118342,Cash loans,270000.0,21330.0,270000.0,House / apartment
118343,Cash loans,622413.0,28971.0,495000.0,House / apartment
118353,Cash loans,295776.0,23499.0,234000.0,House / apartment
118354,Cash loans,900000.0,45954.0,900000.0,House / apartment
118358,Cash loans,1303200.0,46939.5,1125000.0,House / apartment
118359,Cash loans,509400.0,37197.0,450000.0,With parents
118365,Cash loans,746280.0,58963.5,675000.0,House / apartment
118367,Cash loans,162000.0,16726.5,162000.0,House / apartment
118368,Cash loans,199008.0,23746.5,180000.0,House / apartment
118371,Cash loans,798777.0,51178.5,697500.0,House / apartment
118378,Cash loans,135000.0,14175.0,135000.0,House / apartment
118379,Cash loans,1094688.0,39451.5,945000.0,House / apartment
118383,Cash loans,260640.0,27499.5,225000.0,Office apartment
118386,Cash loans,234576.0,24759.0,202500.0,Office apartment
118387,Cash loans,269982.0,28480.5,238500.0,House / apartment
118400,Cash loans,502740.0,17298.0,378000.0,Municipal apartment
118403,Cash loans,505233.0,25924.5,378000.0,House / apartment
118428,Cash loans,135000.0,9954.0,135000.0,With parents
118440,Cash loans,1237338.0,40045.5,954000.0,House / apartment
118459,Cash loans,398160.0,24489.0,315000.0,House / apartment
118490,Cash loans,450000.0,14517.0,450000.0,House / apartment
118491,Cash loans,63000.0,7605.0,63000.0,House / apartment
118492,Cash loans,199008.0,20520.0,180000.0,House / apartment
118498,Cash loans,78192.0,8550.0,67500.0,With parents
118499,Cash loans,525735.0,40815.0,450000.0,House / apartment
118509,Cash loans,270000.0,21330.0,270000.0,House / apartment
118518,Cash loans,823500.0,42174.0,823500.0,House / apartment
118531,Cash loans,402214.5,25834.5,328500.0,House / apartment
118532,Cash loans,1198944.0,43065.0,1035000.0,House / apartment
118546,Cash loans,90000.0,9220.5,90000.0,House / apartment
118548,Cash loans,295776.0,19894.5,234000.0,House / apartment
118558,Cash loans,296280.0,23539.5,225000.0,House / apartment
118560,Cash loans,111384.0,8757.0,90000.0,House / apartment
118561,Cash loans,274500.0,25303.5,274500.0,House / apartment
118562,Cash loans,783927.0,40153.5,688500.0,Rented apartment
118564,Cash loans,312768.0,24840.0,270000.0,House / apartment
118569,Cash loans,845410.5,43164.0,742500.0,House / apartment
118578,Cash loans,360000.0,42853.5,360000.0,House / apartment
118585,Cash loans,675000.0,25447.5,675000.0,House / apartment
118591,Cash loans,1096020.0,56092.5,900000.0,House / apartment
118592,Cash loans,417708.0,25551.0,369000.0,House / apartment
118594,Cash loans,495000.0,21100.5,495000.0,House / apartment
118611,Cash loans,720000.0,75735.0,720000.0,House / apartment
118614,Cash loans,185877.0,9621.0,126000.0,House / apartment
118622,Cash loans,495000.0,18661.5,495000.0,House / apartment
118641,Cash loans,301464.0,17437.5,238500.0,House / apartment
118642,Cash loans,156384.0,16155.0,135000.0,House / apartment
118650,Cash loans,261621.0,20799.0,216000.0,House / apartment
118666,Cash loans,431280.0,23526.0,360000.0,House / apartment
118696,Cash loans,501363.0,25726.5,418500.0,House / apartment
118697,Revolving loans,135000.0,6750.0,135000.0,House / apartment
118710,Cash loans,225000.0,23184.0,225000.0,House / apartment
118717,Cash loans,585000.0,29866.5,585000.0,House / apartment
118720,Cash loans,675000.0,29862.0,675000.0,House / apartment
118735,Cash loans,819000.0,26550.0,819000.0,House / apartment
118747,Cash loans,781920.0,37746.0,675000.0,House / apartment
118750,Cash loans,477000.0,24484.5,477000.0,House / apartment
118789,Cash loans,458235.0,22176.0,382500.0,Municipal apartment
118791,Cash loans,1163961.0,41940.0,940500.0,With parents
118803,Cash loans,625536.0,31936.5,540000.0,House / apartment
118804,Cash loans,161595.0,16965.0,139500.0,House / apartment
118806,Cash loans,675000.0,32602.5,675000.0,House / apartment
118809,Cash loans,675000.0,53329.5,675000.0,House / apartment
118823,Cash loans,539100.0,29376.0,450000.0,Office apartment
118842,Cash loans,819072.0,26550.0,648000.0,House / apartment
118871,Cash loans,794173.5,40680.0,697500.0,House / apartment
118874,Cash loans,450000.0,21780.0,450000.0,House / apartment
118876,Cash loans,526500.0,26883.0,526500.0,House / apartment
118886,Cash loans,812110.5,30613.5,670500.0,House / apartment
118888,Cash loans,225000.0,17775.0,225000.0,House / apartment
118889,Cash loans,625536.0,27684.0,540000.0,House / apartment
118894,Cash loans,675000.0,36747.0,675000.0,House / apartment
118898,Cash loans,900000.0,29164.5,900000.0,Municipal apartment
118905,Cash loans,257391.0,30676.5,238500.0,House / apartment
118911,Cash loans,323460.0,22639.5,270000.0,House / apartment
118915,Cash loans,522396.0,29299.5,472500.0,House / apartment
118916,Cash loans,295452.0,35194.5,261000.0,House / apartment
118925,Cash loans,201663.0,13018.5,166500.0,House / apartment
118926,Cash loans,906660.0,34308.0,675000.0,House / apartment
118929,Cash loans,225000.0,25578.0,225000.0,House / apartment
118935,Cash loans,810000.0,26127.0,810000.0,House / apartment
118947,Cash loans,1363050.0,44100.0,1170000.0,House / apartment
118951,Cash loans,547272.0,33610.5,495000.0,House / apartment
118953,Cash loans,788472.0,47083.5,688500.0,House / apartment
118960,Cash loans,417708.0,30523.5,369000.0,House / apartment
118973,Cash loans,175500.0,13995.0,175500.0,House / apartment
119001,Cash loans,526491.0,26878.5,454500.0,House / apartment
119003,Cash loans,945000.0,34074.0,945000.0,House / apartment
119009,Cash loans,495000.0,30411.0,495000.0,House / apartment
119011,Cash loans,157500.0,17091.0,157500.0,House / apartment
119012,Cash loans,296280.0,19062.0,225000.0,House / apartment
119014,Cash loans,100246.5,9324.0,81000.0,House / apartment
119025,Cash loans,675000.0,21906.0,675000.0,Municipal apartment
119047,Cash loans,396000.0,20349.0,396000.0,Rented apartment
119049,Cash loans,260640.0,19615.5,225000.0,House / apartment
119057,Cash loans,450000.0,34956.0,450000.0,House / apartment
119062,Cash loans,72000.0,7506.0,72000.0,Municipal apartment
119064,Cash loans,280332.0,20956.5,234000.0,House / apartment
119069,Cash loans,225000.0,11502.0,225000.0,House / apartment
119079,Cash loans,156384.0,16024.5,135000.0,House / apartment
119088,Cash loans,2013840.0,62640.0,1800000.0,House / apartment
119091,Cash loans,539100.0,29376.0,450000.0,House / apartment
119095,Cash loans,468000.0,31275.0,468000.0,House / apartment
119104,Cash loans,292500.0,18823.5,292500.0,House / apartment
119108,Cash loans,296280.0,13050.0,225000.0,House / apartment
119109,Cash loans,272520.0,16803.0,225000.0,House / apartment
119115,Cash loans,220536.0,9400.5,135000.0,House / apartment
119125,Cash loans,450000.0,28890.0,450000.0,House / apartment
119146,Cash loans,597024.0,35680.5,540000.0,House / apartment
119148,Cash loans,450000.0,21780.0,450000.0,House / apartment
119160,Cash loans,296280.0,23539.5,225000.0,Rented apartment
119164,Cash loans,550980.0,43528.5,450000.0,House / apartment
119169,Cash loans,124380.0,14760.0,112500.0,With parents
119179,Cash loans,1096020.0,55962.0,900000.0,House / apartment
119187,Cash loans,550489.5,22099.5,454500.0,With parents
119191,Cash loans,1052505.0,33952.5,855000.0,House / apartment
119205,Cash loans,229500.0,16452.0,229500.0,House / apartment
119207,Cash loans,523152.0,48114.0,463500.0,House / apartment
119208,Cash loans,90000.0,8901.0,90000.0,House / apartment
119217,Cash loans,781920.0,42547.5,675000.0,Municipal apartment
119230,Cash loans,1024740.0,52452.0,900000.0,House / apartment
119232,Cash loans,792162.0,40576.5,630000.0,House / apartment
119236,Cash loans,402214.5,24736.5,328500.0,House / apartment
119238,Cash loans,481176.0,26100.0,360000.0,House / apartment
119240,Cash loans,296280.0,18256.5,225000.0,House / apartment
119250,Cash loans,573408.0,29407.5,495000.0,House / apartment
119251,Cash loans,272578.5,21663.0,207000.0,With parents
119252,Cash loans,604993.5,22936.5,499500.0,House / apartment
119266,Cash loans,99000.0,8626.5,99000.0,House / apartment
119267,Cash loans,450000.0,28890.0,450000.0,House / apartment
119270,Cash loans,360000.0,28440.0,360000.0,Office apartment
119272,Cash loans,383296.5,25614.0,328500.0,House / apartment
119276,Cash loans,450000.0,16164.0,450000.0,House / apartment
119281,Cash loans,225000.0,23184.0,225000.0,House / apartment
119295,Cash loans,315000.0,24885.0,315000.0,House / apartment
119313,Cash loans,229500.0,27364.5,229500.0,House / apartment
119318,Cash loans,1139908.5,48424.5,967500.0,House / apartment
119321,Cash loans,114682.5,12172.5,99000.0,Municipal apartment
119340,Cash loans,195543.0,12091.5,148500.0,House / apartment
119341,Cash loans,1563840.0,64669.5,1350000.0,House / apartment
119344,Cash loans,177768.0,13063.5,135000.0,House / apartment
119348,Cash loans,371862.0,21478.5,328500.0,House / apartment
119353,Cash loans,479700.0,50503.5,450000.0,House / apartment
119361,Cash loans,320922.0,33826.5,283500.0,House / apartment
119362,Cash loans,364896.0,28957.5,315000.0,House / apartment
119376,Cash loans,261621.0,16848.0,216000.0,House / apartment
119383,Cash loans,495000.0,25272.0,495000.0,House / apartment
119391,Cash loans,130500.0,14184.0,130500.0,House / apartment
119394,Cash loans,522396.0,33516.0,472500.0,House / apartment
119395,Cash loans,78192.0,8338.5,67500.0,House / apartment
119415,Cash loans,296280.0,15255.0,225000.0,House / apartment
119430,Cash loans,382050.0,30312.0,337500.0,House / apartment
119441,Cash loans,877500.0,37309.5,877500.0,House / apartment
119454,Cash loans,225000.0,17905.5,225000.0,House / apartment
119468,Cash loans,78192.0,8338.5,67500.0,House / apartment
119474,Cash loans,536917.5,29254.5,463500.0,House / apartment
119492,Cash loans,562500.0,28849.5,562500.0,House / apartment
119496,Cash loans,539100.0,29376.0,450000.0,House / apartment
119500,Cash loans,675000.0,53460.0,675000.0,House / apartment
119501,Cash loans,280332.0,22603.5,234000.0,With parents
119510,Cash loans,245268.0,19507.5,202500.0,House / apartment
119518,Cash loans,675000.0,40194.0,675000.0,House / apartment
119524,Cash loans,239850.0,29844.0,225000.0,House / apartment
119533,Cash loans,135000.0,10665.0,135000.0,House / apartment
119540,Cash loans,360000.0,23004.0,360000.0,House / apartment
119553,Cash loans,119893.5,12415.5,103500.0,House / apartment
119573,Cash loans,311877.0,13342.5,252000.0,House / apartment
119593,Cash loans,106659.0,7258.5,81000.0,House / apartment
119594,Cash loans,225000.0,9589.5,225000.0,House / apartment
119595,Cash loans,296280.0,23539.5,225000.0,With parents
119596,Cash loans,815733.0,30883.5,688500.0,House / apartment
119607,Cash loans,871029.0,47380.5,765000.0,House / apartment
119609,Cash loans,225000.0,9909.0,225000.0,House / apartment
119616,Cash loans,931617.0,39600.0,765000.0,Office apartment
119618,Cash loans,245268.0,19507.5,202500.0,House / apartment
119619,Cash loans,447453.0,22977.0,373500.0,House / apartment
119628,Cash loans,225000.0,17775.0,225000.0,House / apartment
119630,Cash loans,272520.0,21658.5,225000.0,House / apartment
119632,Cash loans,225000.0,26703.0,225000.0,Rented apartment
119648,Cash loans,296280.0,23539.5,225000.0,House / apartment
119671,Cash loans,630000.0,48883.5,630000.0,House / apartment
119675,Cash loans,1030680.0,65997.0,900000.0,House / apartment
119683,Cash loans,376920.0,18261.0,270000.0,House / apartment
119689,Revolving loans,135000.0,6750.0,135000.0,House / apartment
119697,Cash loans,360000.0,18508.5,360000.0,House / apartment
119698,Cash loans,552555.0,30105.0,477000.0,With parents
119702,Cash loans,601470.0,30838.5,450000.0,Rented apartment
119709,Cash loans,301464.0,19395.0,238500.0,House / apartment
119715,Cash loans,383760.0,39451.5,360000.0,House / apartment
119718,Cash loans,162000.0,16150.5,162000.0,With parents
119719,Cash loans,225000.0,17775.0,225000.0,House / apartment
119731,Cash loans,431280.0,23395.5,360000.0,House / apartment
119736,Cash loans,781920.0,39924.0,675000.0,House / apartment
119745,Cash loans,438084.0,32008.5,387000.0,House / apartment
119749,Cash loans,194922.0,13990.5,157500.0,House / apartment
119751,Cash loans,49752.0,5220.0,45000.0,With parents
119757,Cash loans,499221.0,25618.5,373500.0,House / apartment
119761,Cash loans,67500.0,6916.5,67500.0,House / apartment
119762,Cash loans,301500.0,15412.5,301500.0,House / apartment
119771,Cash loans,280332.0,25839.0,234000.0,House / apartment
119778,Cash loans,225000.0,16951.5,225000.0,House / apartment
119784,Cash loans,602001.0,47691.0,544500.0,House / apartment
119788,Cash loans,276277.5,17032.5,238500.0,House / apartment
119802,Cash loans,104256.0,11074.5,90000.0,House / apartment
119803,Cash loans,135000.0,10795.5,135000.0,House / apartment
119806,Cash loans,395766.0,19170.0,283500.0,House / apartment
119810,Cash loans,741253.5,28075.5,612000.0,House / apartment
119811,Cash loans,495000.0,25402.5,495000.0,House / apartment
119813,Cash loans,104256.0,12370.5,90000.0,House / apartment
119820,Cash loans,1024740.0,52452.0,900000.0,House / apartment
119821,Cash loans,296280.0,23539.5,225000.0,House / apartment
119842,Cash loans,270000.0,13914.0,270000.0,House / apartment
119843,Cash loans,234000.0,13432.5,234000.0,House / apartment
119844,Cash loans,598500.0,19435.5,450000.0,House / apartment
119861,Cash loans,502497.0,28975.5,454500.0,House / apartment
119866,Cash loans,135000.0,7020.0,135000.0,House / apartment
119868,Cash loans,450000.0,21780.0,450000.0,House / apartment
119875,Cash loans,922266.0,47218.5,810000.0,House / apartment
119896,Cash loans,630000.0,32296.5,630000.0,House / apartment
119898,Cash loans,225000.0,23625.0,225000.0,House / apartment
119921,Cash loans,156384.0,16551.0,135000.0,House / apartment
119922,Cash loans,1081588.5,48379.5,918000.0,House / apartment
119929,Cash loans,809545.5,41463.0,711000.0,House / apartment
119934,Cash loans,382050.0,30312.0,337500.0,House / apartment
119938,Cash loans,139500.0,14778.0,139500.0,House / apartment
119947,Cash loans,207396.0,16515.0,157500.0,House / apartment
119948,Cash loans,272578.5,21663.0,207000.0,House / apartment
119967,Cash loans,659025.0,52200.0,562500.0,House / apartment
119977,Cash loans,328500.0,15804.0,328500.0,House / apartment
119980,Cash loans,594261.0,28719.0,513000.0,Municipal apartment
119984,Cash loans,612841.5,25893.0,423000.0,House / apartment
119989,Cash loans,301464.0,23949.0,238500.0,House / apartment
119990,Cash loans,495000.0,25272.0,495000.0,House / apartment
119994,Cash loans,332946.0,16996.5,238500.0,House / apartment
119999,Cash loans,450000.0,30204.0,450000.0,House / apartment
120004,Cash loans,568800.0,20560.5,450000.0,House / apartment
120020,Cash loans,481176.0,23278.5,360000.0,House / apartment
120030,Cash loans,1439100.0,78862.5,1350000.0,House / apartment
120036,Cash loans,81000.0,8640.0,81000.0,House / apartment
120050,Cash loans,194922.0,17874.0,157500.0,House / apartment
120051,Cash loans,254700.0,18531.0,225000.0,House / apartment
120053,Cash loans,328405.5,26077.5,283500.0,House / apartment
120075,Cash loans,49752.0,5224.5,45000.0,House / apartment
120076,Cash loans,225000.0,23053.5,225000.0,House / apartment
120088,Cash loans,285723.0,22239.0,238500.0,House / apartment
120099,Cash loans,128092.5,9706.5,103500.0,House / apartment
120101,Cash loans,318528.0,18414.0,252000.0,House / apartment
120102,Cash loans,630000.0,44932.5,630000.0,House / apartment
120108,Cash loans,742500.0,24079.5,742500.0,House / apartment
120145,Cash loans,1097541.0,46629.0,981000.0,House / apartment
120146,Cash loans,156384.0,16969.5,135000.0,House / apartment
120154,Cash loans,119893.5,12717.0,103500.0,House / apartment
120156,Cash loans,562981.5,28872.0,486000.0,House / apartment
120165,Cash loans,104256.0,11074.5,90000.0,House / apartment
120166,Cash loans,431104.5,39667.5,369000.0,House / apartment
120176,Cash loans,225000.0,17775.0,225000.0,House / apartment
120179,Cash loans,609988.5,31144.5,526576.5,House / apartment
120182,Cash loans,90000.0,9580.5,90000.0,House / apartment
120198,Cash loans,504000.0,25731.0,504000.0,House / apartment
120205,Cash loans,361998.0,16074.0,292500.0,House / apartment
120208,Cash loans,225000.0,12204.0,225000.0,House / apartment
120214,Cash loans,1102500.0,35563.5,1102500.0,House / apartment
120220,Cash loans,266652.0,21195.0,202500.0,House / apartment
120227,Cash loans,225000.0,9459.0,225000.0,With parents
120233,Cash loans,329904.0,26194.5,261000.0,House / apartment
120240,Cash loans,495000.0,25272.0,495000.0,House / apartment
120243,Cash loans,405000.0,17289.0,405000.0,House / apartment
120266,Cash loans,225000.0,12334.5,225000.0,House / apartment
120268,Cash loans,358074.0,18409.5,256500.0,House / apartment
120280,Cash loans,238500.0,13068.0,238500.0,House / apartment
120281,Cash loans,1301539.5,42115.5,1003500.0,House / apartment
120284,Cash loans,378706.5,19467.0,306000.0,With parents
120298,Cash loans,74628.0,8986.5,67500.0,House / apartment
120304,Cash loans,1024740.0,52452.0,900000.0,House / apartment
120306,Cash loans,1750500.0,60844.5,1750500.0,House / apartment
120320,Cash loans,1107900.0,35869.5,900000.0,House / apartment
120325,Cash loans,450000.0,16164.0,450000.0,House / apartment
120326,Cash loans,536917.5,29254.5,463500.0,House / apartment
120335,Cash loans,900000.0,48955.5,900000.0,House / apartment
120341,Cash loans,193500.0,15417.0,193500.0,House / apartment
120343,Cash loans,294048.0,12492.0,180000.0,House / apartment
120388,Cash loans,1701000.0,52929.0,1701000.0,House / apartment
120390,Cash loans,333000.0,18063.0,333000.0,Co-op apartment
120404,Cash loans,270000.0,11349.0,270000.0,House / apartment
120405,Cash loans,260640.0,20169.0,225000.0,House / apartment
120408,Cash loans,526500.0,28692.0,526500.0,With parents
120415,Cash loans,272520.0,17545.5,225000.0,House / apartment
120421,Cash loans,275373.0,32679.0,225000.0,With parents
120422,Cash loans,296280.0,19930.5,225000.0,House / apartment
120433,Cash loans,1864152.0,127989.0,1800000.0,House / apartment
120437,Cash loans,183694.5,13495.5,139500.0,Rented apartment
120440,Cash loans,270000.0,20187.0,270000.0,House / apartment
120441,Cash loans,1096020.0,46566.0,900000.0,House / apartment
120449,Cash loans,301464.0,23949.0,238500.0,Rented apartment
120457,Cash loans,452133.0,34987.5,387000.0,House / apartment
120459,Cash loans,270000.0,13914.0,270000.0,House / apartment
120460,Cash loans,1963494.0,61074.0,1755000.0,House / apartment
120463,Cash loans,432000.0,28998.0,432000.0,House / apartment
120464,Cash loans,1675413.0,58365.0,1530000.0,House / apartment
120470,Cash loans,729792.0,35239.5,630000.0,House / apartment
120488,Cash loans,276903.0,21559.5,247500.0,House / apartment
120535,Cash loans,225000.0,22383.0,225000.0,House / apartment
120538,Cash loans,275373.0,32679.0,225000.0,House / apartment
120539,Cash loans,405000.0,20677.5,405000.0,House / apartment
120541,Cash loans,573408.0,29277.0,495000.0,House / apartment
120562,Cash loans,514777.5,36738.0,477000.0,House / apartment
120570,Cash loans,248760.0,26788.5,225000.0,House / apartment
120580,Cash loans,341280.0,27094.5,270000.0,House / apartment
120581,Cash loans,630000.0,32296.5,630000.0,House / apartment
120591,Cash loans,1569051.0,54670.5,1354500.0,House / apartment
120593,Cash loans,817560.0,30951.0,675000.0,House / apartment
120598,Cash loans,199008.0,20893.5,180000.0,House / apartment
120603,Cash loans,407520.0,25060.5,360000.0,House / apartment
120607,Cash loans,579942.0,37192.5,495000.0,House / apartment
120642,Cash loans,495000.0,31765.5,495000.0,House / apartment
120647,Cash loans,198000.0,15772.5,198000.0,House / apartment
120649,Cash loans,1298970.0,46786.5,1147500.0,House / apartment
120664,Cash loans,360000.0,23134.5,360000.0,House / apartment
120665,Cash loans,156384.0,16969.5,135000.0,House / apartment
120671,Cash loans,450000.0,46242.0,450000.0,House / apartment
120678,Cash loans,270000.0,13914.0,270000.0,House / apartment
120679,Cash loans,229500.0,7965.0,229500.0,House / apartment
120680,Cash loans,296280.0,23539.5,225000.0,House / apartment
120681,Cash loans,126000.0,14247.0,126000.0,House / apartment
120691,Cash loans,202500.0,10336.5,202500.0,House / apartment
120696,Cash loans,478498.5,51664.5,454500.0,House / apartment
120697,Cash loans,601470.0,30838.5,450000.0,House / apartment
120713,Cash loans,675000.0,29862.0,675000.0,House / apartment
120721,Cash loans,88618.5,7101.0,76500.0,House / apartment
120725,Cash loans,180000.0,18900.0,180000.0,House / apartment
120734,Cash loans,481176.0,24696.0,360000.0,House / apartment
120740,Cash loans,651600.0,33399.0,562500.0,House / apartment
120748,Cash loans,450000.0,48465.0,450000.0,House / apartment
120755,Cash loans,301464.0,22068.0,238500.0,With parents
120759,Cash loans,260640.0,26838.0,225000.0,House / apartment
120761,Cash loans,274500.0,21816.0,274500.0,House / apartment
120764,Cash loans,452844.0,23121.0,378000.0,House / apartment
120770,Cash loans,708939.0,36328.5,612000.0,House / apartment
120777,Cash loans,2013840.0,62509.5,1800000.0,House / apartment
120796,Cash loans,2013840.0,62509.5,1800000.0,House / apartment
120803,Cash loans,450000.0,23107.5,450000.0,House / apartment
120809,Cash loans,265536.0,13684.5,180000.0,House / apartment
120811,Cash loans,130320.0,12082.5,112500.0,House / apartment
120826,Cash loans,360000.0,19660.5,360000.0,House / apartment
120829,Cash loans,294048.0,12492.0,180000.0,House / apartment
120832,Cash loans,225000.0,17905.5,225000.0,House / apartment
120840,Cash loans,440784.0,28300.5,360000.0,House / apartment
120857,Cash loans,345510.0,17770.5,247500.0,House / apartment
120885,Cash loans,495000.0,31765.5,495000.0,House / apartment
120891,Cash loans,225000.0,14377.5,225000.0,House / apartment
120894,Revolving loans,270000.0,13500.0,270000.0,Municipal apartment
120905,Cash loans,475929.0,20137.5,328500.0,House / apartment
120913,Cash loans,712944.0,30334.5,567000.0,House / apartment
120914,Cash loans,436500.0,22284.0,436500.0,House / apartment
120918,Cash loans,260640.0,26838.0,225000.0,House / apartment
120921,Cash loans,675000.0,37692.0,675000.0,House / apartment
120923,Cash loans,130320.0,9873.0,112500.0,With parents
120927,Cash loans,360000.0,24187.5,360000.0,With parents
120928,Cash loans,180000.0,14350.5,180000.0,House / apartment
120934,Cash loans,494550.0,38272.5,450000.0,House / apartment
120936,Cash loans,339948.0,35824.5,315000.0,House / apartment
120942,Cash loans,114430.5,11853.0,103500.0,House / apartment
120946,Cash loans,1013728.5,32832.0,823500.0,House / apartment
120947,Cash loans,360000.0,23004.0,360000.0,House / apartment
120953,Cash loans,1097491.5,46498.5,931500.0,House / apartment
120955,Cash loans,2013840.0,83241.0,1800000.0,House / apartment
120956,Cash loans,272520.0,21658.5,225000.0,House / apartment
120977,Cash loans,675000.0,53329.5,675000.0,House / apartment
120980,Cash loans,360000.0,28440.0,360000.0,House / apartment
120981,Cash loans,1125000.0,40410.0,1125000.0,House / apartment
120982,Cash loans,331110.0,34897.5,292500.0,House / apartment
120991,Cash loans,729792.0,39721.5,630000.0,House / apartment
121011,Cash loans,67500.0,7762.5,67500.0,Rented apartment
121013,Cash loans,260640.0,26838.0,225000.0,House / apartment
121018,Cash loans,1354500.0,42043.5,1354500.0,House / apartment
121020,Cash loans,1141686.0,41139.0,922500.0,House / apartment
121037,Cash loans,295168.5,15201.0,238500.0,House / apartment
121038,Cash loans,450000.0,14517.0,450000.0,House / apartment
121039,Cash loans,431280.0,22149.0,360000.0,House / apartment
121045,Cash loans,746280.0,58963.5,675000.0,House / apartment
121046,Cash loans,1800000.0,56002.5,1800000.0,House / apartment
121059,Cash loans,315000.0,24885.0,315000.0,With parents
121066,Cash loans,450000.0,32877.0,450000.0,House / apartment
121078,Cash loans,219249.0,17451.0,166500.0,House / apartment
121080,Cash loans,166810.5,17644.5,144000.0,House / apartment
121081,Cash loans,99504.0,10575.0,90000.0,Municipal apartment
121086,Cash loans,312768.0,24840.0,270000.0,House / apartment
121099,Cash loans,481176.0,24696.0,360000.0,House / apartment
121100,Cash loans,369720.0,29209.5,292500.0,Rented apartment
121107,Cash loans,350860.5,19161.0,283500.0,House / apartment
121108,Cash loans,601470.0,29065.5,450000.0,House / apartment
121111,Cash loans,272520.0,16803.0,225000.0,House / apartment
121130,Cash loans,573408.0,29407.5,495000.0,House / apartment
121131,Cash loans,439740.0,21285.0,315000.0,House / apartment
121135,Revolving loans,180000.0,9000.0,180000.0,House / apartment
121152,Cash loans,218938.5,16497.0,189000.0,House / apartment
121156,Cash loans,1011955.5,58630.5,904500.0,House / apartment
121160,Cash loans,553581.0,43866.0,472500.0,House / apartment
121162,Cash loans,810000.0,44073.0,810000.0,House / apartment
121175,Cash loans,360000.0,17446.5,360000.0,House / apartment
121181,Cash loans,225000.0,23184.0,225000.0,House / apartment
121186,Cash loans,157500.0,16668.0,157500.0,House / apartment
121197,Cash loans,267102.0,28174.5,247500.0,Municipal apartment
121201,Cash loans,746280.0,59094.0,675000.0,House / apartment
121208,Cash loans,1024740.0,52452.0,900000.0,House / apartment
121215,Cash loans,325282.5,16735.5,220500.0,House / apartment
121220,Cash loans,295776.0,18225.0,234000.0,House / apartment
121225,Cash loans,225000.0,17775.0,225000.0,Municipal apartment
121227,Cash loans,225000.0,9589.5,225000.0,Municipal apartment
121228,Cash loans,198085.5,16011.0,171000.0,House / apartment
121243,Cash loans,420498.0,21600.0,351000.0,House / apartment
121258,Cash loans,376920.0,19372.5,270000.0,House / apartment
121259,Cash loans,547344.0,24237.0,472500.0,House / apartment
121265,Cash loans,189621.0,12802.5,144000.0,House / apartment
121279,Cash loans,1431000.0,59184.0,1431000.0,House / apartment
121280,Cash loans,351792.0,18090.0,252000.0,House / apartment
121281,Cash loans,387000.0,19759.5,387000.0,House / apartment
121283,Cash loans,237024.0,12100.5,180000.0,House / apartment
121288,Cash loans,315000.0,13873.5,315000.0,House / apartment
121296,Cash loans,225000.0,17541.0,225000.0,House / apartment
121300,Cash loans,225000.0,17905.5,225000.0,With parents
121308,Cash loans,450000.0,21780.0,450000.0,House / apartment
121321,Cash loans,601470.0,26622.0,450000.0,House / apartment
121323,Cash loans,220500.0,13486.5,220500.0,House / apartment
121332,Cash loans,1601001.0,49824.0,1431000.0,House / apartment
121334,Cash loans,225000.0,12915.0,225000.0,House / apartment
121348,Cash loans,225000.0,13765.5,225000.0,House / apartment
121350,Cash loans,479700.0,50503.5,450000.0,House / apartment
121351,Cash loans,93829.5,11263.5,81000.0,House / apartment
121363,Cash loans,270000.0,20317.5,270000.0,House / apartment
121379,Cash loans,440784.0,34956.0,360000.0,House / apartment
121380,Cash loans,495000.0,31765.5,495000.0,House / apartment
121383,Cash loans,183384.0,14485.5,162000.0,House / apartment
121387,Cash loans,260640.0,27499.5,225000.0,House / apartment
121414,Cash loans,630000.0,23881.5,630000.0,House / apartment
121416,Cash loans,536917.5,29124.0,463500.0,House / apartment
121422,Cash loans,339228.0,17451.0,243000.0,House / apartment
